instance_id,sample_id,smell,severity_consensus,repository,path_at_label,code_name,original_commit_hash,commit_remapped,effective_commit_hash,head_sha_used,n_revisions_observed,persistence_revisions,persistence_days,days_anomalous_negative,censored,death_reason,labelled_commit_date,death_commit,death_commit_date,last_observed_commit,last_observed_commit_date,proxy_method
5836057::data class,5836057,data class,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/ha/context/ReplicatedContext.java,org.apache.catalina.ha.context.ReplicatedContext.MultiEnumeration,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,15,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,ab35110801998e4f2fa74c62263b0f8030f021d4,2020-01-13T11:04:21Z,ee647b1eacceb9a6a6bb8b107ed225992770c5d2,2026-06-23T21:27:36+02:00,entity_alive+size_shape_proxy_v1
5836088::feature envy,5836088,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/jasper/compiler/AttributeParser.java,org.apache.jasper.compiler.AttributeParser#getUnquoted,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,5,2627,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,3a18e2dc0a569e1d0863864ea285340a2f8578b6,2026-06-02T13:43:33+02:00,3a18e2dc0a569e1d0863864ea285340a2f8578b6,2026-06-02T13:43:33+02:00,entity_alive+size_shape_proxy_v1
5836088::long method,5836088,long method,none,git@github.com:apache/tomcat.git,java/org/apache/jasper/compiler/AttributeParser.java,org.apache.jasper.compiler.AttributeParser#getUnquoted,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,801,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,f5a732e74e2a36442b2bf562c665917c4bb1167a,2021-06-01T19:46:52+01:00,3a18e2dc0a569e1d0863864ea285340a2f8578b6,2026-06-02T13:43:33+02:00,entity_alive+size_shape_proxy_v1
5837941::blob,5837941,blob,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/FilterDef.java,org.apache.tomcat.util.descriptor.web.FilterDef,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,9,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,ab35110801998e4f2fa74c62263b0f8030f021d4,2020-01-13T11:04:21Z,4caa78fc83b02e13a77755a847ef287926410ebc,2026-08-07T17:08:24+01:00,entity_alive+size_shape_proxy_v1
5837941::data class,5837941,data class,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/FilterDef.java,org.apache.tomcat.util.descriptor.web.FilterDef,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,9,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,ab35110801998e4f2fa74c62263b0f8030f021d4,2020-01-13T11:04:21Z,4caa78fc83b02e13a77755a847ef287926410ebc,2026-08-07T17:08:24+01:00,entity_alive+size_shape_proxy_v1
5839091::blob,5839091,blob,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/valves/AbstractAccessLogValve.java,org.apache.catalina.valves.AbstractAccessLogValve.SessionAttributeElement,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,65,1,129,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,67c3af97230135af8f6f7566c77a79a69722a713,2019-07-30T21:42:37+01:00,e7dc8f088b09281f3d6cac387afa5e0b6589c7e4,2026-08-21T18:09:21+01:00,entity_alive+size_shape_proxy_v1
5839091::data class,5839091,data class,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/valves/AbstractAccessLogValve.java,org.apache.catalina.valves.AbstractAccessLogValve.SessionAttributeElement,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,65,1,129,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,67c3af97230135af8f6f7566c77a79a69722a713,2019-07-30T21:42:37+01:00,e7dc8f088b09281f3d6cac387afa5e0b6589c7e4,2026-08-21T18:09:21+01:00,entity_alive+size_shape_proxy_v1
5839532::feature envy,5839532,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/net/SSLHostConfig.java,org.apache.tomcat.util.net.SSLHostConfig.adjustRelativePath String,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,41,41,2693,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,4caa78fc83b02e13a77755a847ef287926410ebc,2026-08-07T17:08:24+01:00,4caa78fc83b02e13a77755a847ef287926410ebc,2026-08-07T17:08:24+01:00,entity_alive+size_shape_proxy_v1
5839532::long method,5839532,long method,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/net/SSLHostConfig.java,org.apache.tomcat.util.net.SSLHostConfig.adjustRelativePath String,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,41,1,94,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,d018b60955ccda53d0983b685943a7b01993b05c,2019-06-26T17:08:20+01:00,4caa78fc83b02e13a77755a847ef287926410ebc,2026-08-07T17:08:24+01:00,entity_alive+size_shape_proxy_v1
5839770::blob,5839770,blob,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,org.apache.catalina.tribes.group.interceptors.EncryptInterceptor.ChannelConfigException,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,17,1,303,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,c9021f68af79b6b278d839c367b961be52109307,2020-01-20T21:17:03Z,6546a48694d3faf6efac689cc6b6579ca88e49cf,2026-06-17T18:55:10+01:00,entity_alive+size_shape_proxy_v1
5839770::data class,5839770,data class,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,org.apache.catalina.tribes.group.interceptors.EncryptInterceptor.ChannelConfigException,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,17,1,303,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,c9021f68af79b6b278d839c367b961be52109307,2020-01-20T21:17:03Z,6546a48694d3faf6efac689cc6b6579ca88e49cf,2026-06-17T18:55:10+01:00,entity_alive+size_shape_proxy_v1
5839980::feature envy,5839980,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java,org.apache.tomcat.util.descriptor.web.ContextResourceLink#equals Object,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,9,9,2600,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,53c8f1ef59cb2bd1f03b7348b59263bfe3738550,2026-05-06T11:45:34+02:00,53c8f1ef59cb2bd1f03b7348b59263bfe3738550,2026-05-06T11:45:34+02:00,entity_alive+size_shape_proxy_v1
5839980::long method,5839980,long method,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java,org.apache.tomcat.util.descriptor.web.ContextResourceLink#equals Object,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,9,1,452,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,564c0000575f630ccc432b0ba9b52adefe4387aa,2020-06-18T15:07:39+02:00,53c8f1ef59cb2bd1f03b7348b59263bfe3738550,2026-05-06T11:45:34+02:00,entity_alive+size_shape_proxy_v1
5840527::feature envy,5840527,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/el/parser/ELParser.java,org.apache.el.parser.ELParser#DynamicExpression,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,14,14,2664,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,4b67be657895fb080307b3539d68a2eb35910b40,2026-07-09T15:22:01+01:00,4b67be657895fb080307b3539d68a2eb35910b40,2026-07-09T15:22:01+01:00,entity_alive+size_shape_proxy_v1
5840527::long method,5840527,long method,minor,git@github.com:apache/tomcat.git,java/org/apache/el/parser/ELParser.java,org.apache.el.parser.ELParser#DynamicExpression,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,14,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,fddd4fd9c0ca2e2441634c9df42cc80875e25234,2020-01-13T11:00:17Z,4b67be657895fb080307b3539d68a2eb35910b40,2026-07-09T15:22:01+01:00,entity_alive+size_shape_proxy_v1
5841731::feature envy,5841731,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/startup/VersionLoggerListener.java,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,953,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,fab59e5e07082b067060f16921c028f3d1991ae4,2021-11-01T09:18:47+01:00,8b0584341de0ccc93ccf274cf2ab4368aaa55e56,2026-05-07T14:13:52+02:00,entity_alive+size_shape_proxy_v1
5841731::long method,5841731,long method,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/startup/VersionLoggerListener.java,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,953,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,fab59e5e07082b067060f16921c028f3d1991ae4,2021-11-01T09:18:47+01:00,8b0584341de0ccc93ccf274cf2ab4368aaa55e56,2026-05-07T14:13:52+02:00,entity_alive+size_shape_proxy_v1
5842829::feature envy,5842829,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/connector/OutputBuffer.java,org.apache.catalina.connector.OutputBuffer#write String,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,29,1,116,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,3ed74837215700081a5917d4d871f973dd27745a,2019-07-18T00:32:38+02:00,8173b0451b2bfa1aab71acc0aa320e3de99b5734,2026-05-07T09:22:28+02:00,entity_alive+size_shape_proxy_v1
5842829::long method,5842829,long method,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/connector/OutputBuffer.java,org.apache.catalina.connector.OutputBuffer#write String,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,29,1,116,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,3ed74837215700081a5917d4d871f973dd27745a,2019-07-18T00:32:38+02:00,8173b0451b2bfa1aab71acc0aa320e3de99b5734,2026-05-07T09:22:28+02:00,entity_alive+size_shape_proxy_v1
5843392::feature envy,5843392,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/json/JavaCharStream.java,org.apache.tomcat.util.json.JavaCharStream.JavaCharStream java.io.InputStream|String|int|int|int,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,4,4,2251,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,b38de7131650c9805bbbcfd5cf6483194a3ff2c8,2025-05-22T17:18:57+01:00,b38de7131650c9805bbbcfd5cf6483194a3ff2c8,2025-05-22T17:18:57+01:00,entity_alive+size_shape_proxy_v1
5843392::long method,5843392,long method,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/json/JavaCharStream.java,org.apache.tomcat.util.json.JavaCharStream.JavaCharStream java.io.InputStream|String|int|int|int,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,4,1,407,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,af4ecdfe038f1b4bf3e8ce880385b6e095956912,2020-05-04T08:18:37+01:00,b38de7131650c9805bbbcfd5cf6483194a3ff2c8,2025-05-22T17:18:57+01:00,entity_alive+size_shape_proxy_v1
5843574::feature envy,5843574,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/tribes/membership/MembershipProviderBase.java,org.apache.catalina.tribes.membership.MembershipProviderBase#hasMembers,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,5,2663,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,ad7c2874563f8a53da7294d526992a1e53da6789,2026-07-08T15:47:30+02:00,ad7c2874563f8a53da7294d526992a1e53da6789,2026-07-08T15:47:30+02:00,entity_alive+size_shape_proxy_v1
5843574::long method,5843574,long method,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/tribes/membership/MembershipProviderBase.java,org.apache.catalina.tribes.membership.MembershipProviderBase#hasMembers,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,794,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,70f8398d08103705420ff330fb2be8a31d7da11a,2021-05-26T12:28:51+01:00,ad7c2874563f8a53da7294d526992a1e53da6789,2026-07-08T15:47:30+02:00,entity_alive+size_shape_proxy_v1
5844151::blob,5844151,blob,none,git@github.com:apache/tomcat.git,webapps/examples/WEB-INF/classes/websocket/drawboard/Client.java,websocket.drawboard.Client,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,295,False,False,path_unreadable_at_revision,2019-03-23T10:20:48-07:00,8f9e7bca3bb80785aef8c490a7d08ff83948b96b,2020-01-13T11:04:29Z,2393f13e6b3525c26791d09cfe0771add515388d,2025-08-20T17:21:22+01:00,entity_alive+size_shape_proxy_v1
5844151::data class,5844151,data class,none,git@github.com:apache/tomcat.git,webapps/examples/WEB-INF/classes/websocket/drawboard/Client.java,websocket.drawboard.Client,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,8f9e7bca3bb80785aef8c490a7d08ff83948b96b,2020-01-13T11:04:29Z,2393f13e6b3525c26791d09cfe0771add515388d,2025-08-20T17:21:22+01:00,entity_alive+size_shape_proxy_v1
5845274::feature envy,5845274,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/WebXml.java,"org.apache.tomcat.util.descriptor.web.WebXml#mergeResourceMap Map<String, T>|Map<String, T>|Map<String, T>|WebXml",a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,29,29,2705,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,9db455591d16145f085c55de190605c3ad177e52,2026-08-19T09:10:54+01:00,9db455591d16145f085c55de190605c3ad177e52,2026-08-19T09:10:54+01:00,entity_alive+size_shape_proxy_v1
5845274::long method,5845274,long method,minor,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/WebXml.java,"org.apache.tomcat.util.descriptor.web.WebXml#mergeResourceMap Map<String, T>|Map<String, T>|Map<String, T>|WebXml",a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,29,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,ab35110801998e4f2fa74c62263b0f8030f021d4,2020-01-13T11:04:21Z,9db455591d16145f085c55de190605c3ad177e52,2026-08-19T09:10:54+01:00,entity_alive+size_shape_proxy_v1
5845283::feature envy,5845283,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/WebXml.java,org.apache.tomcat.util.descriptor.web.WebXml.orderFragments Set<WebXml>|Set<WebXml>,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,29,29,2705,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,9db455591d16145f085c55de190605c3ad177e52,2026-08-19T09:10:54+01:00,9db455591d16145f085c55de190605c3ad177e52,2026-08-19T09:10:54+01:00,entity_alive+size_shape_proxy_v1
5845283::long method,5845283,long method,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/util/descriptor/web/WebXml.java,org.apache.tomcat.util.descriptor.web.WebXml.orderFragments Set<WebXml>|Set<WebXml>,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,29,1,295,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,ab35110801998e4f2fa74c62263b0f8030f021d4,2020-01-13T11:04:21Z,9db455591d16145f085c55de190605c3ad177e52,2026-08-19T09:10:54+01:00,entity_alive+size_shape_proxy_v1
5845628::blob,5845628,blob,none,git@github.com:apache/tomcat.git,webapps/examples/WEB-INF/classes/dates/JspCalendar.java,dates.JspCalendar,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,3,1,795,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,da39289475ed046e756ef9327fe8f468af2d1df8,2021-05-26T21:53:09+01:00,9f3cd9f26b657fea35c2987dfee7b3354b72b153,2025-09-03T16:28:57+03:00,entity_alive+size_shape_proxy_v1
5845628::data class,5845628,data class,none,git@github.com:apache/tomcat.git,webapps/examples/WEB-INF/classes/dates/JspCalendar.java,dates.JspCalendar,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,3,1,795,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,da39289475ed046e756ef9327fe8f468af2d1df8,2021-05-26T21:53:09+01:00,9f3cd9f26b657fea35c2987dfee7b3354b72b153,2025-09-03T16:28:57+03:00,entity_alive+size_shape_proxy_v1
5854207::feature envy,5854207,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/jasper/compiler/PageDataImpl.java,org.apache.jasper.compiler.PageDataImpl.SecondPassVisitor#escapeCDATA String,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,11,11,2384,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,7d5a3313e2337f472dd46b84720e7fc06f030702,2025-10-02T11:51:38+01:00,7d5a3313e2337f472dd46b84720e7fc06f030702,2025-10-02T11:51:38+01:00,entity_alive+size_shape_proxy_v1
5854207::long method,5854207,long method,none,git@github.com:apache/tomcat.git,java/org/apache/jasper/compiler/PageDataImpl.java,org.apache.jasper.compiler.PageDataImpl.SecondPassVisitor#escapeCDATA String,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,11,1,166,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,a801409b37294c3f3dd5590453fb9580d7e33af2,2019-09-06T16:21:18+01:00,7d5a3313e2337f472dd46b84720e7fc06f030702,2025-10-02T11:51:38+01:00,entity_alive+size_shape_proxy_v1
5855387::feature envy,5855387,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java,"org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource#setPerUserTestWhileIdle Map<String, Boolean>",a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,9,3,1381,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,aa4f7669bc33bde65f13457599a0dd4fb3747d44,2023-01-03T14:44:40Z,33f69f1375f6b01c579026e6c893b1d7dee225f1,2025-12-15T15:06:00Z,entity_alive+size_shape_proxy_v1
5855387::long method,5855387,long method,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java,"org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource#setPerUserTestWhileIdle Map<String, Boolean>",a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,9,1,390,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,aefc8c94008501bfe268460e61a431a341b34a59,2020-04-17T10:52:21+01:00,33f69f1375f6b01c579026e6c893b1d7dee225f1,2025-12-15T15:06:00Z,entity_alive+size_shape_proxy_v1
5855407::blob,5855407,blob,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java,org.apache.tomcat.dbcp.dbcp2.managed.XAConnectionFactory,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,663,False,False,path_unreadable_at_revision,2019-03-23T10:20:48-07:00,3f889eedce818351b216f87aae67e2a77816f7ab,2021-01-15T16:13:43Z,39ff17cd49d0d748bdcd2446b94559d5699e7b39,2026-03-05T09:52:14Z,entity_alive+size_shape_proxy_v1
5855407::data class,5855407,data class,none,git@github.com:apache/tomcat.git,java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java,org.apache.tomcat.dbcp.dbcp2.managed.XAConnectionFactory,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,5,1,663,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,3f889eedce818351b216f87aae67e2a77816f7ab,2021-01-15T16:13:43Z,39ff17cd49d0d748bdcd2446b94559d5699e7b39,2026-03-05T09:52:14Z,entity_alive+size_shape_proxy_v1
5855589::feature envy,5855589,feature envy,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/ha/session/DeltaSession.java,org.apache.catalina.ha.session.DeltaSession#endAccess,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,33,33,2697,False,True,right_censored_at_last_observed_revision,2019-03-23T10:20:48-07:00,92a428c9445212b6e64896ddc4339b40cb3a8e31,2026-08-11T15:29:30+01:00,92a428c9445212b6e64896ddc4339b40cb3a8e31,2026-08-11T15:29:30+01:00,entity_alive+size_shape_proxy_v1
5855589::long method,5855589,long method,none,git@github.com:apache/tomcat.git,java/org/apache/catalina/ha/session/DeltaSession.java,org.apache.catalina.ha.session.DeltaSession#endAccess,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,False,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,3a1c06bc349668e52e8f0eca66d4469ff71fae8d,33,1,53,False,False,condition_no_longer_holds,2019-03-23T10:20:48-07:00,e8cad1a635a97f1d9358bb6fffa3f31768c60e13,2019-05-16T13:54:37+01:00,92a428c9445212b6e64896ddc4339b40cb3a8e31,2026-08-11T15:29:30+01:00,entity_alive+size_shape_proxy_v1
5857044::blob,5857044,blob,none,git@github.com:apache/uima-uimaj.git,uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java,org.apache.uima.tools.cvd.control.FileSaveEventHandler,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,False,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,25ade9325df05cc7b97f83f704f561ed7a9af004,4,1,-809,True,False,condition_no_longer_holds,2019-01-30T20:43:38Z,4df6cf70b21f5283b4cf767be3ad204d6fbef47f,2016-11-13T16:08:24Z,e3c64769669937180940a95946a1ef85ca5c2cef,2022-02-10T15:08:09+01:00,entity_alive+size_shape_proxy_v1
5857044::data class,5857044,data class,none,git@github.com:apache/uima-uimaj.git,uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java,org.apache.uima.tools.cvd.control.FileSaveEventHandler,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,False,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,25ade9325df05cc7b97f83f704f561ed7a9af004,4,1,-809,True,False,condition_no_longer_holds,2019-01-30T20:43:38Z,4df6cf70b21f5283b4cf767be3ad204d6fbef47f,2016-11-13T16:08:24Z,e3c64769669937180940a95946a1ef85ca5c2cef,2022-02-10T15:08:09+01:00,entity_alive+size_shape_proxy_v1
5857311::feature envy,5857311,feature envy,none,git@github.com:apache/uima-uimaj.git,uimaj-tools/src/main/java/org/apache/uima/tools/viewer/CasTreeViewer.java,org.apache.uima.tools.viewer.CasTreeViewer.getText String,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,False,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,25ade9325df05cc7b97f83f704f561ed7a9af004,7,7,2037,False,True,right_censored_at_last_observed_revision,2019-01-30T20:43:38Z,0cbd613d7ef5fdf558c4fe980783a6d3e2a0ec0e,2024-08-29T09:29:00+02:00,0cbd613d7ef5fdf558c4fe980783a6d3e2a0ec0e,2024-08-29T09:29:00+02:00,entity_alive+size_shape_proxy_v1
