instance_id,sample_id,smell,severity_consensus,repository,original_commit_hash,commit_remapped,effective_commit_hash,path_at_label,code_name,join_level,wmc,cbo,dit,noc,rfc,lcom,loc,total_methods,total_fields,method_cyclomatic_complexity,ck_version
5705708::feature envy,5705708,feature envy,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-server/src/main/java/org/apache/storm/logging/ThriftAccessLogger.java,org.apache.storm.logging.ThriftAccessLogger.logAccess Integer|InetAddress|Principal|String|String|String,method_fqcn+name+arity,,0,,,1,,11,,,4,0.7.0
5705708::long method,5705708,long method,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-server/src/main/java/org/apache/storm/logging/ThriftAccessLogger.java,org.apache.storm.logging.ThriftAccessLogger.logAccess Integer|InetAddress|Principal|String|String|String,method_fqcn+name+arity,,0,,,1,,11,,,4,0.7.0
5710974::blob,5710974,blob,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/SpoutStats.java,org.apache.storm.generated.SpoutStats.SpoutStatsTupleScheme,class_fqcn,14,4,1,0,31,1,113,2,0,,0.7.0
5710974::data class,5710974,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/SpoutStats.java,org.apache.storm.generated.SpoutStats.SpoutStatsTupleScheme,class_fqcn,14,4,1,0,31,1,113,2,0,,0.7.0
5712111::blob,5712111,blob,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/utils/SimpleVersion.java,org.apache.storm.utils.SimpleVersion,class_fqcn,13,1,1,0,9,0,49,7,3,,0.7.0
5712111::data class,5712111,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/utils/SimpleVersion.java,org.apache.storm.utils.SimpleVersion,class_fqcn,13,1,1,0,9,0,49,7,3,,0.7.0
5712776::feature envy,5712776,feature envy,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/SupervisorInfo.java,org.apache.storm.generated.SupervisorInfo#toString,method_fqcn+name+arity,,1,,,13,,96,,,25,0.7.0
5712776::long method,5712776,long method,major,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/SupervisorInfo.java,org.apache.storm.generated.SupervisorInfo#toString,method_fqcn+name+arity,,1,,,13,,96,,,25,0.7.0
5715127::blob,5715127,blob,minor,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/executor/ExecutorTransfer.java,org.apache.storm.executor.ExecutorTransfer,class_fqcn,15,6,1,0,24,0,65,7,7,,0.7.0
5715127::data class,5715127,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/executor/ExecutorTransfer.java,org.apache.storm.executor.ExecutorTransfer,class_fqcn,15,6,1,0,24,0,65,7,7,,0.7.0
5722403::blob,5722403,blob,minor,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/external/storm-hdfs/src/main/java/org/apache/storm/hdfs/spout/SequenceFileReader.java,org.apache.storm.hdfs.spout.SequenceFileReader,class_fqcn,11,12,2,0,21,0,143,6,8,,0.7.0
5722403::data class,5722403,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/external/storm-hdfs/src/main/java/org/apache/storm/hdfs/spout/SequenceFileReader.java,org.apache.storm.hdfs.spout.SequenceFileReader,class_fqcn,11,12,2,0,21,0,143,6,8,,0.7.0
5723559::feature envy,5723559,feature envy,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/external/storm-blobstore-migration/src/main/java/org/apache/storm/blobstore/MigrateBlobs.java,org.apache.storm.blobstore.MigrateBlobs.copyBlobStoreKeys BlobStore|Subject|BlobStore|Subject,method_fqcn+name+arity,,3,,,7,,11,,,2,0.7.0
5723559::long method,5723559,long method,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/external/storm-blobstore-migration/src/main/java/org/apache/storm/blobstore/MigrateBlobs.java,org.apache.storm.blobstore.MigrateBlobs.copyBlobStoreKeys BlobStore|Subject|BlobStore|Subject,method_fqcn+name+arity,,3,,,7,,11,,,2,0.7.0
5728323::blob,5728323,blob,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/examples/storm-starter/src/jvm/org/apache/storm/starter/bolt/AbstractRankerBolt.java,org.apache.storm.starter.bolt.AbstractRankerBolt,class_fqcn,13,9,2,2,9,35,51,10,6,,0.7.0
5728323::data class,5728323,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/examples/storm-starter/src/jvm/org/apache/storm/starter/bolt/AbstractRankerBolt.java,org.apache.storm.starter.bolt.AbstractRankerBolt,class_fqcn,13,9,2,2,9,35,51,10,6,,0.7.0
5737047::feature envy,5737047,feature envy,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/format/SimpleFileNameFormat.java,org.apache.storm.hdfs.bolt.format.SimpleFileNameFormat#withTimeFormat String,method_fqcn+name+arity,,1,,,1,,10,,,2,0.7.0
5737047::long method,5737047,long method,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/format/SimpleFileNameFormat.java,org.apache.storm.hdfs.bolt.format.SimpleFileNameFormat#withTimeFormat String,method_fqcn+name+arity,,1,,,1,,10,,,2,0.7.0
5737990::blob,5737990,blob,minor,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java,org.apache.storm.stats.BoltExecutorStats,class_fqcn,9,8,2,0,22,12,51,9,3,,0.7.0
5737990::data class,5737990,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java,org.apache.storm.stats.BoltExecutorStats,class_fqcn,9,8,2,0,22,12,51,9,3,,0.7.0
5738634::blob,5738634,blob,minor,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/Nimbus.java,org.apache.storm.generated.Nimbus.AsyncProcessor.setBlobMeta,class_fqcn,5,2,1,0,1,10,71,5,0,,0.7.0
5738634::data class,5738634,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/Nimbus.java,org.apache.storm.generated.Nimbus.AsyncProcessor.setBlobMeta,class_fqcn,5,2,1,0,1,10,71,5,0,,0.7.0
5738914::feature envy,5738914,feature envy,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/messaging/netty/KerberosSaslClientHandler.java,org.apache.storm.messaging.netty.KerberosSaslClientHandler#handleControlMessage ChannelHandlerContext|ControlMessage,method_fqcn+name+arity,,6,,,10,,18,,,3,0.7.0
5738914::long method,5738914,long method,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/messaging/netty/KerberosSaslClientHandler.java,org.apache.storm.messaging.netty.KerberosSaslClientHandler#handleControlMessage ChannelHandlerContext|ControlMessage,method_fqcn+name+arity,,6,,,10,,18,,,3,0.7.0
5739211::blob,5739211,blob,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/messaging/netty/IServer.java,org.apache.storm.messaging.netty.IServer,class_fqcn,2,1,1,0,0,1,4,2,0,,0.7.0
5739211::data class,5739211,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/messaging/netty/IServer.java,org.apache.storm.messaging.netty.IServer,class_fqcn,2,1,1,0,0,1,4,2,0,,0.7.0
5740146::blob,5740146,blob,major,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/Assignment.java,org.apache.storm.generated.Assignment,class_fqcn,227,15,1,0,81,1156,1128,65,19,,0.7.0
5740146::data class,5740146,data class,minor,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/generated/Assignment.java,org.apache.storm.generated.Assignment,class_fqcn,227,15,1,0,81,1156,1128,65,19,,0.7.0
5752094::blob,5752094,blob,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-webapp/src/main/java/org/apache/storm/daemon/ui/InvalidRequestException.java,org.apache.storm.daemon.ui.InvalidRequestException,class_fqcn,4,0,3,0,0,6,14,4,0,,0.7.0
5752094::data class,5752094,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-webapp/src/main/java/org/apache/storm/daemon/ui/InvalidRequestException.java,org.apache.storm.daemon.ui.InvalidRequestException,class_fqcn,4,0,3,0,0,6,14,4,0,,0.7.0
5752718::blob,5752718,blob,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/streams/WindowedProcessorBolt.java,org.apache.storm.streams.WindowedProcessorBolt,class_fqcn,27,19,2,0,30,1,83,10,3,,0.7.0
5752718::data class,5752718,data class,none,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,False,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/streams/WindowedProcessorBolt.java,org.apache.storm.streams.WindowedProcessorBolt,class_fqcn,27,19,2,0,30,1,83,10,3,,0.7.0
5667095::blob,5667095,blob,none,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-pojo/src/main/java/org/apache/streams/data/util/RFC3339Utils.java,org.apache.streams.data.util.RFC3339Utils,class_fqcn,20,5,1,0,26,20,94,9,17,,0.7.0
5667095::data class,5667095,data class,none,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-pojo/src/main/java/org/apache/streams/data/util/RFC3339Utils.java,org.apache.streams.data.util.RFC3339Utils,class_fqcn,20,5,1,0,26,20,94,9,17,,0.7.0
5668344::blob,5668344,blob,minor,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-contrib/streams-provider-facebook/src/main/java/org/apache/streams/facebook/provider/pagefeed/FacebookPageFeedDataCollector.java,org.apache.streams.facebook.provider.pagefeed.FacebookPageFeedDataCollector,class_fqcn,26,14,2,0,26,8,80,5,4,,0.7.0
5668344::data class,5668344,data class,none,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-contrib/streams-provider-facebook/src/main/java/org/apache/streams/facebook/provider/pagefeed/FacebookPageFeedDataCollector.java,org.apache.streams.facebook.provider.pagefeed.FacebookPageFeedDataCollector,class_fqcn,26,14,2,0,26,8,80,5,4,,0.7.0
5668440::blob,5668440,blob,none,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-cli/src/main/java/org/apache/streams/cli/RdfFreemarkerCli.java,org.apache.streams.cli.RdfFreemarkerCli,class_fqcn,13,5,1,0,19,0,88,4,3,,0.7.0
5668440::data class,5668440,data class,none,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-cli/src/main/java/org/apache/streams/cli/RdfFreemarkerCli.java,org.apache.streams.cli.RdfFreemarkerCli,class_fqcn,13,5,1,0,19,0,88,4,3,,0.7.0
5670026::blob,5670026,blob,none,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-core/src/main/java/org/apache/streams/core/StreamsDatum.java,org.apache.streams.core.StreamsDatum,class_fqcn,31,3,1,0,4,202,101,24,5,,0.7.0
5670026::data class,5670026,data class,critical,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00,False,5427e72d02bd7f1904da05cdf033359690d2dd00,/streams-core/src/main/java/org/apache/streams/core/StreamsDatum.java,org.apache.streams.core.StreamsDatum,class_fqcn,31,3,1,0,4,202,101,24,5,,0.7.0
5666367::blob,5666367,blob,none,git@github.com:apache/struts-examples.git,59674d7d79a806c12c23380895da007c292fc42f,False,59674d7d79a806c12c23380895da007c292fc42f,/annotations/src/main/java/example/actions/RegisterAction.java,example.actions.RegisterAction,class_fqcn,4,5,2,0,2,2,19,4,3,,0.7.0
5666367::data class,5666367,data class,none,git@github.com:apache/struts-examples.git,59674d7d79a806c12c23380895da007c292fc42f,False,59674d7d79a806c12c23380895da007c292fc42f,/annotations/src/main/java/example/actions/RegisterAction.java,example.actions.RegisterAction,class_fqcn,4,5,2,0,2,2,19,4,3,,0.7.0
5687952::blob,5687952,blob,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ActionNamesAction.java,org.apache.struts2.config_browser.ActionNamesAction,class_fqcn,15,5,2,4,10,33,56,11,6,,0.7.0
5687952::data class,5687952,data class,minor,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ActionNamesAction.java,org.apache.struts2.config_browser.ActionNamesAction,class_fqcn,15,5,2,4,10,33,56,11,6,,0.7.0
5688699::blob,5688699,blob,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/com/opensymphony/xwork2/config/entities/ResultTypeConfig.java,com.opensymphony.xwork2.config.entities.ResultTypeConfig.Builder,class_fqcn,9,3,1,0,2,0,38,9,1,,0.7.0
5688699::data class,5688699,data class,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/com/opensymphony/xwork2/config/entities/ResultTypeConfig.java,com.opensymphony.xwork2.config.entities.ResultTypeConfig.Builder,class_fqcn,9,3,1,0,2,0,38,9,1,,0.7.0
5689800::blob,5689800,blob,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/org/apache/struts2/factory/StrutsActionProxy.java,org.apache.struts2.factory.StrutsActionProxy,class_fqcn,7,4,2,0,12,6,28,4,1,,0.7.0
5689800::data class,5689800,data class,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/org/apache/struts2/factory/StrutsActionProxy.java,org.apache.struts2.factory.StrutsActionProxy,class_fqcn,7,4,2,0,12,6,28,4,1,,0.7.0
5690366::feature envy,5690366,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/osgi/src/main/java/org/apache/struts2/osgi/BundlePackageLoader.java,org.apache.struts2.osgi.BundlePackageLoader.BundleConfigurationProvider.BundleConfigurationProvider String|Bundle|BundleContext,method_fqcn+name+arity,,2,,,0,,5,,,1,0.7.0
5690366::long method,5690366,long method,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/osgi/src/main/java/org/apache/struts2/osgi/BundlePackageLoader.java,org.apache.struts2.osgi.BundlePackageLoader.BundleConfigurationProvider.BundleConfigurationProvider String|Bundle|BundleContext,method_fqcn+name+arity,,2,,,0,,5,,,1,0.7.0
5690795::feature envy,5690795,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/apps/showcase/src/main/java/org/apache/struts2/showcase/application/MemoryStorage.java,org.apache.struts2.showcase.application.MemoryStorage#delete IdEntity,method_fqcn+name+arity,,3,,,3,,6,,,2,0.7.0
5690795::long method,5690795,long method,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/apps/showcase/src/main/java/org/apache/struts2/showcase/application/MemoryStorage.java,org.apache.struts2.showcase.application.MemoryStorage#delete IdEntity,method_fqcn+name+arity,,3,,,3,,6,,,2,0.7.0
5690831::blob,5690831,blob,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/com/opensymphony/xwork2/util/OgnlTextParser.java,com.opensymphony.xwork2.util.OgnlTextParser,class_fqcn,21,3,1,0,12,0,65,1,0,,0.7.0
5690831::data class,5690831,data class,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/com/opensymphony/xwork2/util/OgnlTextParser.java,com.opensymphony.xwork2.util.OgnlTextParser,class_fqcn,21,3,1,0,12,0,65,1,0,,0.7.0
5692616::blob,5692616,blob,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/org/apache/struts2/views/velocity/components/RadioDirective.java,org.apache.struts2.views.velocity.components.RadioDirective,class_fqcn,2,6,3,0,0,1,8,2,0,,0.7.0
5692616::data class,5692616,data class,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/org/apache/struts2/views/velocity/components/RadioDirective.java,org.apache.struts2.views.velocity.components.RadioDirective,class_fqcn,2,6,3,0,0,1,8,2,0,,0.7.0
5693079::feature envy,5693079,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/embeddedjsp/src/main/java/org/apache/struts2/el/parser/AstFunction.java,org.apache.struts2.el.parser.AstFunction#getOutputName,method_fqcn+name+arity,,0,,,0,,8,,,2,0.7.0
5693079::long method,5693079,long method,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/embeddedjsp/src/main/java/org/apache/struts2/el/parser/AstFunction.java,org.apache.struts2.el.parser.AstFunction#getOutputName,method_fqcn+name+arity,,0,,,0,,8,,,2,0.7.0
5693176::feature envy,5693176,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/sitemesh/src/main/java/org/apache/struts2/sitemesh/NoneDecoratorMapper.java,org.apache.struts2.sitemesh.NoneDecoratorMapper#getDecorator HttpServletRequest|Page,method_fqcn+name+arity,,3,,,3,,6,,,2,0.7.0
5693176::long method,5693176,long method,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/sitemesh/src/main/java/org/apache/struts2/sitemesh/NoneDecoratorMapper.java,org.apache.struts2.sitemesh.NoneDecoratorMapper#getDecorator HttpServletRequest|Page,method_fqcn+name+arity,,3,,,3,,6,,,2,0.7.0
5698044::feature envy,5698044,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/com/opensymphony/xwork2/ognl/accessor/XWorkMapPropertyAccessor.java,com.opensymphony.xwork2.ognl.accessor.XWorkMapPropertyAccessor#getValue Map|Object,method_fqcn+name+arity,,2,,,3,,12,,,4,0.7.0
5698044::long method,5698044,long method,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/core/src/main/java/com/opensymphony/xwork2/ognl/accessor/XWorkMapPropertyAccessor.java,com.opensymphony.xwork2.ognl.accessor.XWorkMapPropertyAccessor#getValue Map|Object,method_fqcn+name+arity,,2,,,3,,12,,,4,0.7.0
5698693::feature envy,5698693,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/apps/showcase/src/main/java/org/apache/struts2/showcase/hangman/PropertiesVocabSource.java,org.apache.struts2.showcase.hangman.PropertiesVocabSource.PropertiesVocabSource Properties,method_fqcn+name+arity,,1,,,1,,5,,,2,0.7.0
5698693::long method,5698693,long method,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/apps/showcase/src/main/java/org/apache/struts2/showcase/hangman/PropertiesVocabSource.java,org.apache.struts2.showcase.hangman.PropertiesVocabSource.PropertiesVocabSource Properties,method_fqcn+name+arity,,1,,,1,,5,,,2,0.7.0
5699641::blob,5699641,blob,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/PageDataImpl.java,org.apache.struts2.jasper.compiler.PageDataImpl.SecondPassVisitor,class_fqcn,83,40,2,0,43,757,315,42,6,,0.7.0
5699641::data class,5699641,data class,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/PageDataImpl.java,org.apache.struts2.jasper.compiler.PageDataImpl.SecondPassVisitor,class_fqcn,83,40,2,0,43,757,315,42,6,,0.7.0
5700044::feature envy,5700044,feature envy,none,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/SmapUtil.java,org.apache.struts2.jasper.compiler.SmapUtil.SmapGenVisitor#doSmapText Node,method_fqcn+name+arity,,2,,,8,,37,,,10,0.7.0
5700044::long method,5700044,long method,minor,git@github.com:apache/struts.git,e82c5a207f62fdb1bb6e8da690325b5a109c924f,False,e82c5a207f62fdb1bb6e8da690325b5a109c924f,/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/SmapUtil.java,org.apache.struts2.jasper.compiler.SmapUtil.SmapGenVisitor#doSmapText Node,method_fqcn+name+arity,,2,,,8,,37,,,10,0.7.0
5681626::blob,5681626,blob,none,git@github.com:apache/struts1.git,02c9ff7485b1900515c6e0b32ed54ea46dd97d51,False,02c9ff7485b1900515c6e0b32ed54ea46dd97d51,/faces/src/main/java/org/apache/struts/faces/component/MessageComponent.java,org.apache.struts.faces.component.MessageComponent,class_fqcn,23,3,2,0,7,15,104,14,6,,0.7.0
5681626::data class,5681626,data class,major,git@github.com:apache/struts1.git,02c9ff7485b1900515c6e0b32ed54ea46dd97d51,False,02c9ff7485b1900515c6e0b32ed54ea46dd97d51,/faces/src/main/java/org/apache/struts/faces/component/MessageComponent.java,org.apache.struts.faces.component.MessageComponent,class_fqcn,23,3,2,0,7,15,104,14,6,,0.7.0
5762348::feature envy,5762348,feature envy,none,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78,False,114c412afbfba24ffb4fbc804e5308a823a16a78,/core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/ReportTemplateLogic.java,org.apache.syncope.core.logic.ReportTemplateLogic#delete String,method_fqcn+name+arity,,7,,,13,,16,,,3,0.7.0
5762348::long method,5762348,long method,none,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78,False,114c412afbfba24ffb4fbc804e5308a823a16a78,/core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/ReportTemplateLogic.java,org.apache.syncope.core.logic.ReportTemplateLogic#delete String,method_fqcn+name+arity,,7,,,13,,16,,,3,0.7.0
5763217::long method,5763217,long method,none,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78,False,114c412afbfba24ffb4fbc804e5308a823a16a78,/client/idm/console/src/main/java/org/apache/syncope/client/console/topology/TopologyWebSocketBehavior.java,org.apache.syncope.client.console.topology.TopologyWebSocketBehavior.ResourceChecker#call,method_fqcn+name+arity,,2,,,8,,15,,,3,0.7.0
